val_loss,val_acc,loss,acc,lr
4.99933810707046,0.00850202441818801,5.701605334671007,0.008333333457509676,0.0010000000474974513
4.792974486524759,0.011943320016026014,4.852636357355449,0.010763889049283333,0.0010000000474974513
4.787218922062924,0.012348178321654016,4.784438506182697,0.01093750016298145,0.0010000000474974513
4.786685753930436,0.012145749168840014,4.783824596554041,0.01093750016298145,0.0010000000474974513
4.790293866323556,0.012348178321654016,4.783577982129322,0.011718750174622983,0.0010000000474974513
4.785996402806116,0.012348178321654016,4.783701739377445,0.010503472378736155,0.0010000000474974513
4.786477540668688,0.012145749168840014,4.781794871307081,0.011197916833528629,0.0010000000474974513
4.786248494738992,0.012145749168840014,4.783247261618574,0.0118923612883211,0.0010000000474974513
4.787019616196512,0.012145749168840014,4.780947827009691,0.011718750174622983,0.0010000000474974513
4.786551185465052,0.012145749168840014,4.778173570417696,0.01197916684517016,0.00020000000949949026
4.786444780314982,0.012145749168840014,4.778112769954735,0.01197916684517016,0.00020000000949949026
4.786529690630523,0.012145749168840014,4.7781179286539555,0.01197916684517016,0.00020000000949949026
4.786487674906186,0.012145749168840014,4.777475811748041,0.01197916684517016,4.0000002627493814e-05
4.7865002734458395,0.012145749168840014,4.7774554377214775,0.01197916684517016,4.0000002627493814e-05
4.786495053816421,0.012145749168840014,4.777446477363507,0.01197916684517016,4.0000002627493814e-05
4.786498096307763,0.012145749168840014,4.777292442404562,0.01197916684517016,8.000000889296643e-06
