val_loss,val_acc,loss,acc,lr
3.2944273639034916,0.4590097402597403,5.155099148220486,0.1984375,0.0010000000474974513
2.6001098086307577,0.5318587662337663,3.4596320456928678,0.3254340277777778,0.0010000000474974513
2.952521208818857,0.49188311688311687,3.160232330693139,0.35928819444444443,0.0010000000474974513
2.759184657753288,0.5211038961038961,3.038438970512814,0.3684895833333333,0.0010000000474974513
2.4852628104098433,0.5525568181818182,2.9500009099642437,0.38046875,0.0010000000474974513
2.4752288797459046,0.5541801948051948,2.8854376753171285,0.3859375,0.0010000000474974513
2.634461908951982,0.5377435064935064,2.8661702214015854,0.3841145833333333,0.0010000000474974513
2.6635779359123926,0.5229301948051948,2.830174791647328,0.3935763888888889,0.0010000000474974513
2.462032433067049,0.562297077922078,2.7828540441062715,0.40286458333333336,0.0010000000474974513
2.2993204409812953,0.5738636363636364,2.760036504103078,0.40217013888888886,0.0010000000474974513
2.6266331086298087,0.5407873376623377,2.727235669725471,0.41006944444444443,0.0010000000474974513
2.5121814953042314,0.5570211038961039,2.719143472115199,0.4074652777777778,0.0010000000474974513
2.5532278439828326,0.5452516233766234,2.716664882335398,0.40868055555555555,0.0010000000474974513
2.158495537259362,0.6022727272727273,2.4787343997094364,0.4634548611111111,0.00020000000949949026
2.1813377050997373,0.6020698051948052,2.3970307466056613,0.47664930555555557,0.00020000000949949026
2.2510409597065544,0.5909090909090909,2.3752305588788456,0.4712673611111111,0.00020000000949949026
2.1847827270046456,0.6012581168831169,2.354613100654549,0.4835069444444444,0.00020000000949949026
2.1862637015519204,0.5969967532467533,2.2937085307306715,0.48880208333333336,4.0000002627493814e-05
2.1693597579157196,0.5996347402597403,2.27348277154896,0.49756944444444445,4.0000002627493814e-05
2.1548245835613895,0.598823051948052,2.280646084745725,0.49444444444444446,4.0000002627493814e-05
2.1781212418497384,0.5984172077922078,2.26585118273894,0.4986111111111111,4.0000002627493814e-05
2.1774771716687584,0.6000405844155844,2.2587165132164957,0.5019097222222222,4.0000002627493814e-05
2.1793837197028196,0.5996347402597403,2.2504047928584945,0.5009548611111111,4.0000002627493814e-05
2.1498193542485113,0.6022727272727273,2.2452694735593264,0.5024305555555556,8.000000889296643e-06
2.141841333117578,0.601461038961039,2.240508483350277,0.5050347222222222,8.000000889296643e-06
2.1519295212316822,0.6010551948051948,2.2423974831899005,0.50234375,8.000000889296643e-06
2.1388157348741186,0.604099025974026,2.2481730454497866,0.49539930555555556,8.000000889296643e-06
2.148194782435894,0.6004464285714286,2.234441257185406,0.5013888888888889,8.000000889296643e-06
2.140339541841637,0.6034902597402597,2.241529741883278,0.4986979166666667,8.000000889296643e-06
2.1305781325156037,0.604301948051948,2.24002149966028,0.5032118055555556,8.000000889296643e-06
2.1423381859218917,0.6018668831168831,2.250081877244843,0.5043402777777778,8.000000889296643e-06
2.1417680618824897,0.6047077922077922,2.2568700542052587,0.4947916666666667,8.000000889296643e-06
2.1445175677344395,0.6028814935064936,2.2362687667210897,0.4990451388888889,8.000000889296643e-06
2.134635470420509,0.6034902597402597,2.2344889207018745,0.5039930555555555,1.6000001323845936e-06
2.139600257304582,0.6049107142857143,2.216805939210786,0.5065104166666666,1.6000001323845936e-06
2.140994220585018,0.6028814935064936,2.2361048350731534,0.5046006944444444,1.6000001323845936e-06
2.1372973402212194,0.6032873376623377,2.2127759499682322,0.5106770833333333,3.200000264769187e-07
